Transaction ID,Invoice ID,Date,Customer,Supplier,Category,Country,Amount,Payment Method,Status,Employee,Department
TXN_06965,Peterson-English,Travel,UK,Dylan Williams,127666,Cancelled,Jonathan Wright,Credit Card,952.01,2025-08-02,HR
Germany,130.74,Jenkins LLC,Mario Hill,2025-02-01,Pending,Mitchell Anderson,TXN_06966,Office,Debit Card,268347,HR
TXN_06967,Morton-Wood,2025-01-14,699559,Finance,Sarah Smith,France,880.73,Dr. Ian Ortega DDS,Completed,Office,Bank Transfer
2026-06-24,Sales,709294,Pending,TXN_06968,Office,Bruce Dorsey,Jill Caldwell,"Rodriguez, Reese and Farmer",Canada,Bank Transfer,735.38
Germany,2025-05-26,Marketing,Gray PLC,810.96,346158,Cancelled,Office,John Chapman,Credit Card,Justin Martinez,TXN_06969
Germany,915653,2025-08-23,Finance,TXN_06970,681.34,Brandy Wilson,Pending,Office,Torres LLC,Karen Anderson,PayPal
962.42,Travel,Richard Moore,Jones-Martin,France,Alexis Mahoney,2025-10-31,Completed,TXN_06971,280857,IT,PayPal
Germany,2025-08-07,Software,Jeffrey Ortiz,Burgess LLC,148426,Completed,TXN_06972,603.16,HR,Timothy May,Bank Transfer
Chad Blevins,Germany,TXN_06973,Software,Mr. Cory Carroll PhD,Finance,2026-03-14,495.73,Cancelled,"Hall, Hall and Reyes",Bank Transfer,472126
Joshua Mitchell,Software,Garrison Ltd,368486,Finance,490.97,Dustin Kelley,2025-11-14,UK,Pending,TXN_06974,Bank Transfer
389.59,Payne and Sons,TXN_06975,Travel,David Knight,Cancelled,USA,2025-03-12,Dr. Tammy Miller,167769,Bank Transfer,IT
Germany,2025-06-13,James Allen,802.82,Marketing,Travel,122761,"Rodriguez, Gonzalez and Moon",Cancelled,TXN_06976,Kimberly Baldwin,PayPal
Johnson and Sons,Software,388.2,Credit Card,William Coleman,Pending,2024-07-16,TXN_06977,USA,Jodi Livingston,HR,460991
2025-12-12,742828,TXN_06978,France,Sales,Sara Washington,"Henry, Maynard and Butler",Completed,Office,Debit Card,Michael Chen,61.98
Marketing,601480,Travel,Troy Pruitt,2025-10-23,Christopher James,"Tran, Peterson and Robbins",21.13,Completed,Credit Card,USA,TXN_06979
Marketing,890851,2024-07-02,Travel,UK,"Hunter, Martinez and Taylor",Brian Briggs,TXN_06980,Completed,Credit Card,824.83,Ian Daniel
Marketing,908229,231.7,Joshua Scott DDS,2025-07-05,UK,James Ball,Cancelled,Office,TXN_06981,Bank Transfer,Riley LLC
Richard Walker,Hector Schneider,Credit Card,2025-04-21,France,Completed,894709,Office,TXN_06982,281.41,Edwards and Sons,HR
Marketing,Travel,805419,2025-09-06,UK,907.63,Mendez-Valencia,Completed,Thomas Jefferson,TXN_06983,Credit Card,Daniel Mclean
Germany,901.11,TXN_06984,700166,Nicole Green,Sales,Completed,Office,Credit Card,2026-03-01,Robinson and Sons,James Rojas
"Carrillo, Daugherty and Johnson",Travel,553.3,Jordan Harding,212175,Pending,TXN_06985,Credit Card,HR,Canada,2025-07-29,Devon Terry
Marketing,2025-09-04,"Wells, Phelps and Garcia",Travel,UK,Cancelled,474580,Michelle Dixon,Credit Card,TXN_06986,Jill Griffin,95.89
TXN_06987,Software,Finance,Christopher Graham,Credit Card,2024-12-02,Pending,562.88,Benjamin Moore,"Montes, Clay and Arnold",Canada,128830
Germany,Marketing,TXN_06988,503462,Nicholas Gross,646.3,Tony Mcdonald,Completed,"Burton, Bailey and Lewis",Office,2024-10-23,PayPal
2025-03-23,TXN_06989,Tracie Daniel,557.62,701838,Raymond-Bradford,Bobby Garcia,Cancelled,Office,Debit Card,HR,Canada
Marketing,474600,Travel,UK,Pending,2026-06-26,Steve Zimmerman,TXN_06990,886.61,Theodore Chan,"Bowers, Williamson and Wilson",PayPal
Germany,Marketing,2025-10-03,Travel,597071,241.32,Completed,Sally Weaver,PayPal,Jason Johnson,TXN_06991,"Joseph, Anderson and Patel"
Sarah Johnson,Young-Gomez,Travel,874.2,Sales,TXN_06992,Completed,Beth Patel,110201,2025-02-12,Canada,Bank Transfer
2025-10-08,Travel,814.02,Leslie Patton,"Jones, Jones and Anderson",Completed,IT,Bank Transfer,Canada,Erika Allen,TXN_06993,575999
2025-05-16,197.87,Melissa Garcia,Finance,UK,148845,TXN_06994,Pending,Office,Bank Transfer,Katherine Yu,"Hunt, Sharp and Barnes"
735777,Software,"Richards, Dickson and Hall",Finance,UK,Darryl Hicks,Christine Khan,TXN_06995,Cancelled,PayPal,861.92,2024-08-16
"Young, Washington and Higgins",Germany,Travel,TXN_06996,143.58,358034,Cancelled,Timothy Young,2026-06-07,Bank Transfer,HR,Matthew Medina
"Morrison, Mcdaniel and Brown",Software,717803,TXN_06997,Sales,France,879.69,2025-03-16,Cancelled,Christopher Anderson,Christopher Sullivan,PayPal
Software,940262,967.52,April Barry,Finance,TXN_06998,France,Completed,"Ho, Phillips and Rodriguez",Annette Hoffman,2025-05-27,Bank Transfer
Hall and Sons,Evan Brown,2025-10-28,UK,Sales,611278,Noah Smith,497.86,Cancelled,Office,Bank Transfer,TXN_06999
Stephanie Weiss,154535,Jasmine Jones,Cancelled,TXN_07000,Office,2025-11-13,USA,443.11,HR,Debit Card,"Smith, Greer and Schroeder"
"Green, Jones and Barnes",750566,Michael Morales,UK,TXN_07001,Completed,Office,182.64,PayPal,Corey Scott,IT,2025-12-01
TXN_07002,Software,2024-07-31,Ashley Fisher,Sales,665.72,Blake Group,Sherri Combs,Completed,Credit Card,609688,USA
Software,UK,Sales,77.49,Casey-Phelps,Pending,399537,TXN_07003,Credit Card,Brian Franklin,2025-07-28,Casey Cain
Melissa Washington,2024-10-31,Marketing,Software,Kelly Patton,694310,TXN_07004,"Schultz, Acosta and Kim",595.14,Completed,Canada,PayPal
578560,Software,Canada,422.33,2025-07-14,Sales,Hunter-Burton,TXN_07005,Cancelled,Trevor Hunter,Bank Transfer,Monica Grant
Germany,TXN_07006,Travel,2026-02-27,Nicole Willis,Sales,Pending,Daisy Rivera,PayPal,Hamilton-Wagner,222.02,405246
"Brooks, Oliver and Gallagher",Karen Smith,TXN_07007,Travel,Heather Reid,2025-02-04,Sales,370.03,Cancelled,Credit Card,Canada,182782
Software,TXN_07008,UK,Robert Smith,Pending,131824,2026-02-09,Hawkins Ltd,Michelle Mcpherson,HR,PayPal,511.16
Software,812.61,2025-11-24,Sales,Completed,Ashley Richmond,984310,USA,TXN_07009,Bank Transfer,David Gross,Miller Group
2026-06-19,TXN_07010,987.1,Finance,Reyes-Price,Travel,Pending,Kenneth Mullins,859063,USA,Nathaniel Kim,Bank Transfer
Germany,Jon Sanders,Software,Marketing,299814,359.46,Barbara Mckenzie,2025-02-01,Pending,TXN_07011,Credit Card,Duke-Walker
705.64,Software,107142,HR,TXN_07012,2026-05-08,Completed,Haley Russell,USA,Bank Transfer,Brittany Dean,"Martinez, Green and Pena"
323424,481.07,Software,Stephanie Hudson,TXN_07013,Sales,France,Harmon-Mueller,Completed,2026-04-02,Credit Card,Nicole Patel
TXN_07014,Michael Davis,Travel,UK,Sales,"Webb, Turner and Anderson",202452,565.68,Completed,Lauren Hall,Bank Transfer,2026-03-11
Tina Mullen,Travel,France,Andrea Diaz,852.84,Cancelled,Riggs Ltd,Debit Card,2024-12-30,IT,967262,TXN_07015
Timothy Jones,Germany,Software,Burns-Richardson,TXN_07016,77.35,Jennifer Stewart,Pending,116305,2025-01-16,IT,Bank Transfer
Marketing,Travel,987594,426.36,Frye PLC,France,Lisa Brock,Completed,TXN_07017,2025-12-10,Bank Transfer,Heather Pierce MD
Ward-Cortez,TXN_07018,975.85,Completed,Office,Kristine Harding,Joshua Lucas,USA,2024-08-13,IT,PayPal,781918
834.54,668837,Mr. David Garcia,TXN_07019,Travel,Sales,2025-09-27,Completed,Marissa Marshall,Coleman-Murphy,USA,Bank Transfer
993.9,970370,Nicholas Steele,"Sanders, Smith and Bryant",Travel,TXN_07020,Pending,Taylor Hernandez,2024-10-26,Credit Card,USA,IT
Benjamin Fuller,Software,155146,UK,746.36,TXN_07021,Sales,Jessica Miller,Cancelled,Credit Card,2024-12-17,"Morrison, Mcbride and Macias"
699968,Amanda Sherman,Marketing,967.01,2025-09-20,TXN_07022,France,Completed,Christopher Mcdonald,Office,Jones Inc,Bank Transfer
Sarah Davis MD,780.46,TXN_07023,France,Pending,605328,2025-10-31,Office,"Morse, Clarke and Eaton",Tammy Taylor,HR,PayPal
2026-02-15,Germany,Andrew Pierce,Finance,Knox Ltd,Pending,49.69,736434,TXN_07024,Office,William Hess,PayPal
Germany,Hunter LLC,Jacob Simpson,2025-03-08,Sales,Pending,Office,TXN_07025,149.67,Bank Transfer,983613,Lance Bowman
Timothy Ford,Patricia Vaughn,Sales,TXN_07026,"Fleming, Rodriguez and Williams",Pending,179.46,978069,Office,2025-11-10,Bank Transfer,Canada
TXN_07027,2026-02-21,Travel,505578,UK,Jennifer Jones,Wagner-Mccoy,Completed,662.92,HR,Bank Transfer,Jeffrey Kirby
2025-04-26,738.73,TXN_07028,Samantha Russell,Pending,453904,Courtney Jordan,"Fernandez, Tran and Howard",Office,USA,HR,Debit Card
Davis LLC,Software,Timothy Walton,TXN_07029,UK,Sales,Pending,561.76,2025-07-18,Credit Card,214682,Jacob Long
2024-11-07,TXN_07030,Travel,487023,Troy Russell,947.25,"Lambert, Camacho and Valentine",Cancelled,Patrick Berg,USA,Bank Transfer,IT
TXN_07031,Finance,Mccormick-Lee,Michael Avila,556.66,Pending,Office,Bank Transfer,USA,471322,2024-09-29,Kimberly Martinez
262.65,499944,Garrett PLC,Completed,Office,Joe Bennett,IT,TXN_07032,USA,2026-02-07,Timothy Gross,PayPal
392545,2024-12-31,TXN_07033,Travel,Joshua Fernandez,624.13,Matthew Parker,Completed,"Davis, Elliott and Proctor",HR,Canada,PayPal
617666,"Kramer, Campbell and Johnson",TXN_07034,Patricia Lara,Travel,2024-11-17,Stephen Walker,530.03,Cancelled,Credit Card,USA,IT
Massey-Hill,Software,Justin Marshall,2026-04-29,328.41,Credit Card,Completed,USA,Leslie Patel,989243,HR,TXN_07035
TXN_07036,Germany,Russell Lee,Finance,Travel,Caldwell LLC,2025-05-08,801582,Pending,979.45,Debit Card,April Sanchez
Germany,Christian Stafford,Travel,43.0,Sales,Pending,2026-02-13,364310,Christopher Gardner,TXN_07037,Castro-Turner,Debit Card
530944,Marketing,Choi-Thornton,Travel,France,Pending,Tara Pace,TXN_07038,Credit Card,665.28,2025-09-06,Yvonne Osborn
Germany,TXN_07039,Sales,2026-02-10,Pending,David Pierce,659.47,Office,Credit Card,105848,"Johnson, Smith and Phillips",Timothy Wilkins
Michael Turner,Sara Murray,77.81,France,2025-04-02,Completed,Office,TXN_07040,146233,PayPal,HR,"Thomas, Berg and Clark"
Germany,Denise Wong,2025-02-18,TXN_07041,Travel,Cancelled,Kim Booker,477432,Debit Card,154.16,HR,Page Ltd
Lee Ltd,TXN_07042,Samuel Miles,683.17,Sales,Pending,510448,Emma Frank,Office,USA,2024-10-17,PayPal
2026-03-03,Software,581285,37.76,Vanessa Wilson,UK,Sales,Pending,Laura Anderson,TXN_07043,Lopez Group,Bank Transfer
2026-04-13,"Kelley, Green and Mann",Germany,184229,Finance,Travel,Jeffrey Anderson,Cancelled,Credit Card,Teresa Buckley,TXN_07044,347.86
2025-12-03,Hicks PLC,Software,Germany,Finance,Christopher Contreras,106256,912.59,TXN_07045,Completed,PayPal,Anna Williams
TXN_07046,Edward Hamilton,456.55,UK,2026-01-16,397741,Cancelled,Office,Credit Card,HR,Jacob Cruz,Moore-Hammond
2025-05-13,John Hopkins,606664,TXN_07047,Sales,433.47,Completed,Jeffery Newman,Office,USA,Bank Transfer,"Crawford, Moses and Murray"
Marketing,TXN_07048,Turner-Gibbs,2025-10-30,Travel,Marcus King,733457,Cancelled,Debit Card,Canada,Arthur Munoz,798.38
258.94,TXN_07049,Finance,Monica Lewis,Travel,Nicholas Wagner DDS,413936,2025-06-25,Cancelled,"Rosales, Mitchell and Owen",Credit Card,USA
Software,Deanna Morales,362.38,Michael Lyons,934195,2025-07-23,Completed,TXN_07050,USA,Bank Transfer,IT,"Miller, Thompson and Moss"
Amber Garcia,TXN_07051,2024-12-08,Ryan Weber,France,Pending,Office,"Ferguson, Rogers and Brooks",IT,Bank Transfer,752381,222.05
2025-05-26,Travel,TXN_07052,John Davis,Sales,Patterson-White,923284,Completed,Credit Card,USA,Mr. Charles Glover,895.31
2025-05-16,Travel,808.41,Elizabeth Davis,France,Melissa Miller,Evans-Hawkins,TXN_07053,462065,Cancelled,HR,PayPal
Emily Coleman,Marketing,2025-05-29,Catherine Jackson,TXN_07054,734.51,France,Grant-Phelps,Completed,Office,Credit Card,758558
2026-04-04,Software,Finance,Hudson-Olsen,TXN_07055,Anthony Nguyen,UK,Eric Rodriguez,755.34,Completed,Debit Card,803775
TXN_07056,742.99,Ariana Lewis,Credit Card,2025-05-14,Completed,Office,Victor Simmons,326679,USA,IT,"Black, Zuniga and Berg"
Marketing,Jennifer Dean,Travel,2024-11-18,"Payne, Jackson and Vargas",614734,792.13,Cancelled,TXN_07057,USA,Bank Transfer,Miranda Carter
852545,Germany,Software,Nichole Santiago,Marketing,"Wallace, Guerrero and Simpson",718.27,TXN_07058,Completed,Timothy James,Bank Transfer,2024-06-30
2025-07-10,351.74,Sales,France,Pending,Phyllis Lopez,489715,Office,Credit Card,TXN_07059,Anthony Rodriguez,Martinez PLC
Johnson-Abbott,Germany,Lauren Knox,2024-12-09,510438,TXN_07060,753.28,Cancelled,Amy Tucker,Office,Bank Transfer,HR
259041,Germany,2025-03-09,Travel,875.96,Cancelled,Baker-Reeves,PayPal,Timothy Hill,HR,TXN_07061,Kelly Swanson
George-Martinez,Germany,Software,2024-10-12,Credit Card,Scott James,Completed,TXN_07062,855.88,IT,882458,Whitney Smith
355296,Finance,"Hernandez, Taylor and Chaney",488.18,Cheryl Hunter,France,Sonia Reeves,Completed,2025-12-02,Office,TXN_07063,Debit Card
Hannah Smith,Software,2026-05-24,Jessica Smith,Finance,255369,TXN_07064,UK,873.09,"Molina, Booker and Miller",Completed,PayPal
Elizabeth Christian,"Wilson, Wilkins and Hunter",2026-02-14,268.23,France,Stephanie Hester,Cancelled,TXN_07065,Office,Bank Transfer,HR,120573
Marketing,TXN_07066,Software,959182,France,498.02,Cancelled,Credit Card,"Chang, Turner and Wyatt",Julie Merritt,Kelly Woodward,2024-11-22
TXN_07067,Sales,766893,Jason Morrow,754.67,Cancelled,Office,"Hammond, Peterson and Johnson",Credit Card,USA,2024-08-29,Wesley Joseph
2026-05-06,558246,Finance,UK,Bennett-Chen,Eileen Ray,Completed,Office,Patrick Hunter,539.91,TXN_07068,PayPal
Software,"Flynn, Harris and Thomas",Chad Meyer,Vanessa Price,276.65,Completed,IT,Credit Card,342680,USA,TXN_07069,2025-06-03
Germany,1.31,Monica Miller,Travel,TXN_07070,2025-01-05,Griffin Inc,Completed,Martha Burch,977177,Bank Transfer,HR
Mr. James Thomas,Sandra Melendez,Travel,389322,Pending,2025-06-25,"Cummings, Bradford and Griffin",TXN_07071,470.31,Credit Card,IT,Canada
Angela Moore,Finance,Travel,TXN_07072,590186,Cancelled,Desiree Walker,USA,"Kelly, Martin and Williams",2025-05-11,635.45,PayPal
TXN_07073,Software,Christian Perez,262.8,Credit Card,"Hernandez, Simmons and Stewart",Completed,USA,2025-06-29,961337,HR,Rachel Holmes
"Olsen, Daniels and Lee",786663,Travel,TXN_07074,France,Pending,Jessica Evans,23.6,IT,Bank Transfer,2025-11-30,Sophia Walker
Aimee Lopez,Young-Mcclain,Software,4.38,486220,Sales,Pending,Credit Card,TXN_07075,Christopher Johnson,2024-09-03,Canada
545.42,2026-05-21,Software,995753,France,Pending,TXN_07076,Robert White,Daniel Sanford,"Wade, Sullivan and Brown",IT,PayPal
"Anderson, Myers and Rich",Craig Larson,2026-04-15,902.9,413295,Cancelled,IT,Office,Credit Card,Susan Powell,TXN_07077,Canada
Reed Inc,TXN_07078,Michael Mcdowell,Marketing,UK,288690,Cancelled,William Herrera,Office,2025-07-12,24.36,Debit Card
625728,Marketing,TXN_07079,2025-12-05,Selena Faulkner,Pending,Office,Amanda Zimmerman,USA,"Carroll, Lopez and Smith",444.41,PayPal
Software,2026-05-22,292711,TXN_07080,UK,Kristy Jones,Lori Powell,Completed,Miller Inc,693.47,IT,PayPal
2025-01-01,TXN_07081,983123,David Andrews,Office,117.07,Completed,Luke Alvarez,USA,IT,Crawford LLC,PayPal
800.98,Joshua Raymond,Software,590854,Michelle Harrison DVM,Cancelled,TXN_07082,USA,Bank Transfer,IT,2026-05-09,Mann Inc
114112,TXN_07083,Taylor and Sons,Travel,UK,2024-07-16,Cancelled,Jody Santos,Jessica Brooks,Credit Card,IT,122.08
2026-04-11,358.86,Travel,John Walsh,Credit Card,Sales,Pending,Christopher Stephens,TXN_07084,USA,192057,Charles-Norton
Software,TXN_07085,233353,Credit Card,492.61,Sharon Flynn,Pending,Chelsea Morton,Jensen-Bass,2025-11-13,USA,IT
Germany,Marketing,580.48,Linda Campbell,TXN_07086,Completed,Howard-Craig,Office,Andrea Smith,2025-02-10,Debit Card,171036
Finance,2026-01-16,595789,TXN_07087,France,145.4,Cancelled,Jeremy Becker,Office,Jennifer Alvarez,Garcia-Townsend,Bank Transfer
TXN_07088,Germany,226.13,Marketing,Watkins-Mosley,Donna Moreno,Matthew Willis,Cancelled,2025-11-20,Office,712279,Bank Transfer
674.39,2025-01-13,TXN_07089,Travel,Finance,Joseph Haas,Morgan Gonzales,Baxter Inc,144084,Completed,Debit Card,Canada
TXN_07090,Rhonda Smith MD,150789,Perez LLC,Sales,Brian Henry,366.97,Pending,Office,2025-09-02,USA,Debit Card
560259,Software,Andrew Baker,301.67,2025-03-16,Completed,Credit Card,Jorge Miller,TXN_07091,HR,Canada,Vargas-Le
Alan Rodriguez,615.65,Travel,TXN_07092,"Bowers, Little and Quinn",UK,315150,Lisa Richards,Cancelled,Debit Card,2024-12-17,IT
Software,Finance,Diamond Anderson,Kennedy PLC,Jamie Mendez,France,Pending,661200,2025-09-02,TXN_07093,221.83,Bank Transfer
Germany,Steven Sparks,Software,Marketing,Weiss and Sons,297.48,Pending,401113,TXN_07094,Bank Transfer,Susan Holden,2025-03-21
2024-12-08,"Harris, Raymond and Rivera",901.13,Finance,TXN_07095,Travel,Barbara Hawkins,UK,Jessica Curry,Cancelled,188120,PayPal
Marcus Fleming,Credit Card,UK,Sales,Mcdaniel-Glover,Pending,Jessica Riggs,Office,930679,952.33,TXN_07096,2026-01-04
2024-12-04,Travel,Hendricks Ltd,France,Pending,TXN_07097,Amber Stevens,Jose Collier,Credit Card,HR,890781,319.61
Rice Ltd,Stephanie Smith,Software,Marketing,835303,2025-03-17,Pending,534.11,Jon Nichols,USA,Bank Transfer,TXN_07098
128.73,Marketing,Valerie Lawrence,Justin Armstrong,Travel,Pending,351504,TXN_07099,Credit Card,USA,2026-04-26,Bell-Smith
Anthony Young,Software,Canada,Finance,2025-07-24,812.94,Maurice Wilson,Completed,Debit Card,949818,TXN_07100,Parker-Bradford
Software,"Nichols, Gonzalez and Giles",324.4,Sales,Mr. Steven Murray Jr.,Pending,TXN_07101,Linda Preston,505363,2024-07-07,Debit Card,Canada
2024-09-02,"Ward, Williams and Jones",Software,778.21,Michael Ryan,Javier Villa,Cancelled,TXN_07102,371062,USA,HR,Debit Card
2026-01-02,Marketing,Paul Mccarthy,TXN_07103,Stacy Rocha,France,303.21,Pending,497970,Office,Credit Card,Scott-Brady
Software,Finance,David Garcia DDS,TXN_07104,Michael Zimmerman,464.11,2024-07-17,Cancelled,Williams Inc,507579,Canada,Bank Transfer
Germany,Marketing,2024-08-23,202.54,Credit Card,Pending,735410,Office,Michael Horton MD,Zachary Williams,Wiggins Group,TXN_07105
2025-06-26,Marketing,Software,Frank Frazier,TXN_07106,France,Completed,Love-Sanchez,57.88,Keith Edwards,609116,Debit Card
Software,Roberto Garcia,Finance,TXN_07107,Credit Card,460.39,2025-10-14,995950,France,Cancelled,Saunders-Alvarez,Mary Cain
Software,TXN_07108,Nicole Hernandez,UK,Credit Card,668336,464.14,Cancelled,2026-05-18,HR,"Robertson, Webb and Henry",Linda Marquez
2025-12-03,Software,Zachary Matthews,Sales,France,James Wood,TXN_07109,692.4,Kelley and Sons,Completed,Bank Transfer,479518
2025-05-26,103335,Hampton LLC,Travel,France,Ruben Cuevas,TXN_07110,660.23,Completed,Mr. Joseph Carroll,Bank Transfer,HR
582758,Finance,2026-03-12,Coleman-Lin,Travel,Kayla Ellis,Pending,TXN_07111,Credit Card,505.49,Canada,Kevin Miller
701861,Kayla Bauer,Finance,TXN_07112,Daniel Nichols,13.77,"Townsend, Harper and Hayes",2025-07-02,Cancelled,Office,USA,Bank Transfer
Germany,166370,Software,Marketing,2025-10-12,TXN_07113,587.99,Michael Finley,Emily Garcia,Hardin-Bell,Cancelled,PayPal
Samantha Baker,Software,Finance,487433,TXN_07114,France,Pending,Mark Johnson,Bank Transfer,2025-12-01,Lee-Singh,671.98
TXN_07115,Marketing,2026-06-11,776.24,Austin Morris,Crawford Inc,124366,France,Barbara Sharp,Cancelled,Office,Bank Transfer
Watson-Moore,Monica Williams,Robert Figueroa,100.86,TXN_07116,Travel,UK,264398,Cancelled,2026-04-27,Bank Transfer,HR
Marketing,Software,TXN_07117,41.29,Espinoza and Sons,108795,Cancelled,Christina Smith,Credit Card,USA,2024-10-23,Joshua Wright
Rebecca Gonzales,Summers-Carter,Travel,617.8,TXN_07118,Megan Burke,Cancelled,USA,PayPal,IT,2025-03-31,377247
Joshua Chan,"Barnett, Ford and Stewart",TXN_07119,Germany,550.98,Finance,2026-06-05,Travel,Pending,Katherine Johnson,Credit Card,369915
TXN_07120,416.48,Software,Denise Coleman,358666,UK,Cancelled,2025-02-21,PayPal,HR,Michael Flores,"Salazar, Brady and Burton"
386.89,825667,Canada,Marketing,Thompson and Sons,TXN_07121,Steve Rodriguez,2026-01-14,Completed,Office,Debit Card,Kyle Hooper
Andrea Hays,TXN_07122,Travel,France,687.74,Cancelled,Daniel Mack,2024-11-13,173656,Bank Transfer,HR,Lucas-Duncan
Germany,Lisa Butler,"Perez, Kelley and Brock",Finance,Travel,297.64,884014,Lisa Wright,Cancelled,TXN_07123,PayPal,2025-03-31
Paul Morgan,Brandt-Olson,UK,TXN_07124,Cancelled,706036,2025-03-14,Office,Credit Card,Elizabeth Cruz,HR,222.57
Terri Johnson,2026-04-13,860006,Finance,Travel,841.86,Jimenez-Thomas,Pending,Debit Card,USA,Kelly Holland,TXN_07125
706.04,Ray-Henry,281380,Travel,2025-05-12,UK,Jeremy Johnson,Sales,Pending,Judy Buchanan,TXN_07126,Debit Card
2025-11-27,"Townsend, Sullivan and Lewis",Ryan Phillips,Kathleen Neal,Sales,232878,France,527.5,Pending,TXN_07127,Office,Credit Card
Germany,Donna Adams,Credit Card,449840,TXN_07128,2024-11-03,Completed,Office,Randolph and Sons,Brian Miller,HR,540.51
2026-01-29,Travel,Robert Acosta,TXN_07129,Ward-Zuniga,Completed,USA,Laura Benson,283.71,HR,Debit Card,310015
Germany,TXN_07130,Rebecca Sanchez,Finance,James Thomas,801135,Pending,Office,Duncan-Bird,982.18,2025-06-03,PayPal
Lindsey Copeland,Finance,Denise Casey,UK,"Sharp, Collins and Jones",2025-11-29,Pending,Office,246.25,Credit Card,731545,TXN_07131
2025-05-01,Finance,Trevor Mcdowell,Credit Card,Pending,Choi-Chan,722.41,Jonathan Webb,Office,266775,TXN_07132,Canada
Germany,Taylor Ltd,134.86,2025-04-11,Ashley Jordan,TXN_07133,Completed,Office,Alicia Owen,600792,HR,PayPal
Germany,646154,TXN_07134,Kent Sullivan MD,Completed,2024-10-24,Office,Credit Card,Russell Group,Sharon Williams,IT,253.07
TXN_07135,UK,Sales,Hunter Vaughn,"Roach, Armstrong and Rice",563699,Completed,Office,406.28,Bank Transfer,2025-06-16,April King PhD
Germany,Casey Smith DVM,2026-02-24,Travel,"Arias, Spencer and Lewis",Kenneth Brown,729039,Pending,TXN_07136,IT,PayPal,511.0
Software,Zachary Ryan,902.96,Osborne Ltd,UK,TXN_07137,Completed,2026-06-01,761784,IT,Lindsey Brown,PayPal
Germany,Marketing,TXN_07138,Simon LLC,Travel,2024-11-03,401.9,Cancelled,Sabrina Hurst DDS,Miss Kelli Ortiz,450329,Debit Card
993.98,Gina Stewart,Travel,Melinda Barnes,Costa-Farley,700366,TXN_07139,Completed,Debit Card,USA,HR,2025-08-26
TXN_07140,2024-08-26,"Roman, Wilson and Carter",Travel,595115,UK,43.67,Cathy Delgado,Tyler Chang,Completed,Credit Card,IT
Schultz Ltd,Marketing,227.66,Miguel Burton,TXN_07141,Dr. Laurie Smith,Pending,911090,Office,USA,2025-04-07,Debit Card
Marketing,Stacey Adams,TXN_07142,Julian Johnson,525.61,2026-04-25,France,Lloyd PLC,Cancelled,Office,Debit Card,684159
Marketing,Software,2025-11-28,Brown and Sons,James Mccarty,France,942514,Completed,Nicole Craig,666.41,TXN_07143,Bank Transfer
2026-02-22,"Nunez, Rose and Wolfe",423.21,Travel,Lawrence Gutierrez,Finance,UK,TXN_07144,Completed,Megan Jones,Bank Transfer,475549
Long-Gray,TXN_07145,Dennis Merritt,Pending,532306,IT,2026-04-02,Office,USA,Robert Moore,60.4,PayPal
Morales-Austin,John Simmons,621391,France,51.81,Completed,Office,HR,Phillip Gould,TXN_07146,2025-02-05,PayPal
832.43,Marketing,Software,2026-02-08,Joseph Merritt,UK,Pending,"Randall, Collier and Aguilar",TXN_07147,Debit Card,Justin Morales,783486
Christopher Salas,Software,4.07,Maria Miller,2025-04-29,"Burton, Mcguire and Johnson",UK,Sales,Completed,604407,TXN_07148,Bank Transfer
Software,865193,2025-10-04,"Howard, Sims and Henderson",Justin Thompson,Pending,Natalie Vincent,821.92,TXN_07149,HR,Bank Transfer,Canada
TXN_07150,Software,Finance,767625,Amy Sanchez,Denise Garrett,France,Orozco-Watkins,Pending,2025-04-19,Credit Card,799.38
Software,907.07,Sales,Brenda Houston MD,France,TXN_07151,921232,Johnny Short,"Bennett, Hudson and Cox",Completed,Credit Card,2025-06-03
726305,Germany,Software,392.23,"Lin, Newton and Wang",2024-12-14,Pending,Ashley Bryant,IT,PayPal,TXN_07152,Michael Morrow
2026-06-12,38.74,Finance,426088,Travel,Hartman LLC,Maria Eaton,Pending,Credit Card,Brenda Moran,Canada,TXN_07153
2025-06-07,Roger Hudson,TXN_07154,654.52,Cancelled,IT,Office,Michael Hoffman,Bank Transfer,Canada,381821,Perez-Jacobs
804.39,Melissa Garcia,Travel,2025-04-16,Watkins and Sons,Cancelled,Eric Walker,Credit Card,IT,896411,Canada,TXN_07155
Marketing,Travel,Nathaniel Anderson,Adam Larson,339.87,Cancelled,289685,Bank Transfer,Canada,"Phillips, Fuentes and Graham",TXN_07156,2025-06-30
2025-08-29,Julie Valencia,159243,Pending,Billy Stanton,Office,Smith-Glenn,IT,TXN_07157,Canada,157.85,Bank Transfer
960837,Credit Card,France,2024-08-06,Christian Fritz,Cancelled,Lori Barnes,Office,886.63,Palmer LLC,TXN_07158,HR
Mary Harrell,"Scott, Goodman and Fitzpatrick",161989,678.76,Travel,Sales,France,Completed,Stephen Johnson,2026-02-01,TXN_07159,Bank Transfer
Marketing,Joseph Stanley,"Myers, Smith and Anderson",TXN_07160,Amy Ramos,953293,Completed,Office,213.4,2025-03-12,USA,PayPal
Software,Colleen Stewart,TXN_07161,2025-10-05,Christie Gregory,Completed,407.15,"Bailey, Gentry and Massey",USA,474970,HR,Debit Card
